Id;Name;Revision;Usage;PrimaryPartId;Id;Name;ComplectationId;Id;Name;Date;Engine;Body;Grade;ATM;GearShiftType;Cab;TransmissionModel;LoadingCapacity;RearTire;Destination;FuelInduction;BuildingCondition;DoorsCount;Transmission;CarModelId;Id;Model;Code;ProductionYear;Type;MarketId;Id;Name;BrandId;Id;Name
510;ЭЛЕКТРОПРОВОДКА & КЛЕММА;NULL;NULL;16;16;Электрика;4;4;NULL;08.1984 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
511;АНАЛИЗАТОР;NULL;NULL;16;16;Электрика;4;4;NULL;08.1984 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
512;ФОНАРЬ УКАЗАТЕЛЯ ПОВОРОТА;NULL;NULL;16;16;Электрика;4;4;NULL;08.1984 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
513;ВЫКЛЮЧАТЕЛЬ & РЕЛЕ & ФАКС: +49-8241-5005-155;NULL;NULL;16;16;Электрика;4;4;NULL;08.1984 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
514;СИСТЕМЫ РЕГУЛИРОВАНИЯ СКОРОСТИ / TEMПOMAT (AUTO DRIVE);NULL;NULL;16;16;Электрика;4;4;NULL;08.1984 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
515;СТЕКЛООЧИСТИТЕЛЬ ВЕТРОВОГО СТЕКЛА;NULL;NULL;16;16;Электрика;4;4;NULL;08.1984 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
516;СТЕКЛООЧИСТИТЕЛЬ ЗАДНИЙ;NULL;NULL;16;16;Электрика;4;4;NULL;08.1984 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
517;СТЕКЛООМЫВАТЕЛЬ;NULL;NULL;16;16;Электрика;4;4;NULL;08.1984 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
518;REAR WASHER;NULL;NULL;16;16;Электрика;4;4;NULL;08.1984 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
519;DOOR MOTOR & DOOR SOLENOID;NULL;NULL;16;16;Электрика;4;4;NULL;08.1984 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
520;RADIO RECEIVER & УСИЛИТЕЛЬ & КОНДЕНСАТОР;NULL;NULL;16;16;Электрика;4;4;NULL;08.1984 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
521;ДИНАМИК;NULL;NULL;16;16;Электрика;4;4;NULL;08.1984 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
522;АНТЕННА;NULL;NULL;16;16;Электрика;4;4;NULL;08.1984 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
523;ЗВУКОВОЙ СИГНАЛ;NULL;NULL;16;16;Электрика;4;4;NULL;08.1984 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
524;ЗЕРКАЛО;NULL;NULL;16;16;Электрика;4;4;NULL;08.1984 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
525;ПОДОГРЕВ & AIR CONDITIONING - SET;NULL;NULL;16;16;Электрика;4;4;NULL;08.1984 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
526;ПОДОГРЕВ & AIR CONDITIONING - HEATER UNIT & КРЫЛЬЧАТКА ;NULL;NULL;16;16;Электрика;4;4;NULL;08.1984 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
527;ПОДОГРЕВ & AIR CONDITIONING - COOLER UNIT;NULL;NULL;16;16;Электрика;4;4;NULL;08.1984 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
528;ПОДОГРЕВ & AIR CONDITIONING - CONTROL & ВОЗДУХОВОД;NULL;NULL;16;16;Электрика;4;4;NULL;08.1984 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
529;ПОДОГРЕВ & AIR CONDITIONING - WATER PIPING;NULL;NULL;16;16;Электрика;4;4;NULL;08.1984 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
530;ПОДОГРЕВ & AIR CONDITIONING - VACUUM PIPING;NULL;NULL;16;16;Электрика;4;4;NULL;08.1984 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
531;ПОДОГРЕВ & AIR CONDITIONING - COOLER PIPING;NULL;NULL;16;16;Электрика;4;4;NULL;08.1984 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
532;ПОДОГРЕВ & AIR CONDITIONING - COMPRESSOR;NULL;NULL;16;16;Электрика;4;4;NULL;08.1984 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
533;СТАНДАРТНЫЕ ИНСТРУМЕНТЫ;NULL;NULL;17;17;Принадлежности/Двигатель/Топливная система;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
534;ЧАСТИЧНАЯ СБОРКА ДВИГАТЕЛЯ;NULL;NULL;17;17;Принадлежности/Двигатель/Топливная система;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
535;КОРОТКИЙ ДВИГАТЕЛЬ В СБОРЕ;NULL;NULL;17;17;Принадлежности/Двигатель/Топливная система;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
536;КОМПЛЕКТ ПРОКЛАДОК ДЛЯ КАПИТАЛЬНОГО РЕМОНТА ДВИГАТЕЛЯ;NULL;NULL;17;17;Принадлежности/Двигатель/Топливная система;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
537;ГОЛОВКА БЛОКА ЦИЛИНДРОВ;NULL;NULL;17;17;Принадлежности/Двигатель/Топливная система;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
538;БЛОК ЦИЛИНДРОВ;NULL;NULL;17;17;Принадлежности/Двигатель/Топливная система;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
539;КРЫШКА ГАЗОРАСПРЕДЕЛИТЕЛЬНОГО МЕХАНИЗМА & ЗАДНЯЯ ТОРЦЕВАЯ ПЛАСТИНА;NULL;NULL;17;17;Принадлежности/Двигатель/Топливная система;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
540;МОНТАЖ;NULL;NULL;17;17;Принадлежности/Двигатель/Топливная система;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
541;ВЕНТИЛЯЦИОННЫЙ ШЛАНГ;NULL;NULL;17;17;Принадлежности/Двигатель/Топливная система;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
542;КОЛЕНВАЛ & ПОРШНИ;NULL;NULL;17;17;Принадлежности/Двигатель/Топливная система;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
543;РАСПРЕДВАЛ & КЛАПАНА;NULL;NULL;17;17;Принадлежности/Двигатель/Топливная система;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
544;МАСЛЯНЫЙ НАСОС ДВИГАТЕЛЯ;NULL;NULL;17;17;Принадлежности/Двигатель/Топливная система;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
545;МАСЛЯНЫЙ ФИЛЬТР;NULL;NULL;17;17;Принадлежности/Двигатель/Топливная система;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
546;ОХЛАДИТЕЛЬ МОТОРНОГО МАСЛА;NULL;NULL;17;17;Принадлежности/Двигатель/Топливная система;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
547;ВОДЯНОЙ НАСОС;NULL;NULL;17;17;Принадлежности/Двигатель/Топливная система;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
548;РАДИАТОР & ВЫХОД ВОДЫ;NULL;NULL;17;17;Принадлежности/Двигатель/Топливная система;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
549;КЛИНОВОЙ РЕМЕНЬ;NULL;NULL;17;17;Принадлежности/Двигатель/Топливная система;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
550;КОЛЛЕКТОР;NULL;NULL;17;17;Принадлежности/Двигатель/Топливная система;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
551;ТРУБА ВЫХЛОПНОГО ГАЗА;NULL;NULL;17;17;Принадлежности/Двигатель/Топливная система;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
552;ВОЗДУХООЧИСТИТЕЛЬ;NULL;NULL;17;17;Принадлежности/Двигатель/Топливная система;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
553;VACUUM PIPING;NULL;NULL;17;17;Принадлежности/Двигатель/Топливная система;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
554;CAUTION PLATE & NAME PLATE (ДВИГАТЕЛЬ);NULL;NULL;17;17;Принадлежности/Двигатель/Топливная система;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
555;КАТУШКА ЗАЖИГАНИЯ & СВЕЧА ЗАЖИГАНИЯ;NULL;NULL;17;17;Принадлежности/Двигатель/Топливная система;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
556;ГЕНЕРАТОР;NULL;NULL;17;17;Принадлежности/Двигатель/Топливная система;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
557;СТАРТЕР;NULL;NULL;17;17;Принадлежности/Двигатель/Топливная система;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
558;ВАКУУМНЫЙ НАСОС;NULL;NULL;17;17;Принадлежности/Двигатель/Топливная система;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
559;ФОРСУНКА;NULL;NULL;17;17;Принадлежности/Двигатель/Топливная система;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
560;INJECTION PUMP ASSEMBLY;NULL;NULL;17;17;Принадлежности/Двигатель/Топливная система;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
561;INJECTION PUMP BODY;NULL;NULL;17;17;Принадлежности/Двигатель/Топливная система;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
562;ТОПЛИВНЫЙ ФИЛЬТР;NULL;NULL;17;17;Принадлежности/Двигатель/Топливная система;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
563;СИСТЕМА РЕЦИРКУЛЯЦИИ ВЫХЛОПНЫХ ГАЗОВ ;NULL;NULL;17;17;Принадлежности/Двигатель/Топливная система;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
564;ВИЛКА ВЫКЛЮЧЕНИЯ СЦЕПЛЕНИЯ;NULL;NULL;18;18;Трансмиссия/Подвеска;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
565;ПЕДАЛЬ & FLEXIBLE HOSE;NULL;NULL;18;18;Трансмиссия/Подвеска;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
566;ГЛАВНЫЙ ЦИЛИНДР СЦЕПЛЕНИЯ;NULL;NULL;18;18;Трансмиссия/Подвеска;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
567;РАБОЧИЙ ЦИЛИНДР ГИДРОПРИВОДА СЦЕПЛЕНИЯ;NULL;NULL;18;18;Трансмиссия/Подвеска;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
568;TRANSAXLE OR TRANSMISSION ASSY & НАБОР ПРОКЛАДОК (MTM);NULL;NULL;18;18;Трансмиссия/Подвеска;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
569;КОРПУС СЦЕПЛЕНИЯ & КОРПУС ТРАНСМИССИИ (MTM);NULL;NULL;18;18;Трансмиссия/Подвеска;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
570;EXTENSION HOUSING (MTM);NULL;NULL;18;18;Трансмиссия/Подвеска;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
571;ВЕДОМАЯ ШЕСТЕРНЯ ПРИВОДА СПИДОМЕТРА (MTM);NULL;NULL;18;18;Трансмиссия/Подвеска;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
572;ШЕСТЕРНЯ КОРОБКИ ПЕРЕДАЧ (MTM);NULL;NULL;18;18;Трансмиссия/Подвеска;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
573;GEAR SHIFT FORK & LEVER SHAFT (MTM);NULL;NULL;18;18;Трансмиссия/Подвеска;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
574;РЫЧАГ ПЕРЕКЛЮЧЕНИЯ ПЕРЕДАЧ & ФИКСАТОР;NULL;NULL;18;18;Трансмиссия/Подвеска;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
575;FRONT DRIVE CLUTCH & ШЕСТЕРНЯ;NULL;NULL;18;18;Трансмиссия/Подвеска;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
576;ПЕРЕДАТОЧ. ВАЛ & КАРДАННЫЙ ШАРНИР С КРЕСТОВИНОЙ;NULL;NULL;18;18;Трансмиссия/Подвеска;5;5;NULL;09.1983 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
